Smiles	p_value_original	p_value_trained	active_entry_original	inactive_entry_original	active_entry_trained	inactive_entry_trained	category	accuracy
N(C)(C)CCCN1CCN(C)CC1	0,00687	0,00661	8.0	0.0	8.0	0.0	0	0.8325000000000001
O=C(O)C(C(=C)C)CO	0,00057	0,00054	12.0	0.0	12.0	0.0	7	0.9358333333333334
null	0E0	0,00065	0.0	0.0	15.0	1.0	0	0.879375
O=C(O)C(NC)CC	0,00002	2,49E-7	30.0	4.0	32.0	2.0	7	0.8899999999999999
null	0E0	0,00617	0.0	0.0	11.0	1.0	0	0.7708333333333334
null	0E0	0,01265	0.0	0.0	12.0	2.0	0	0.715
N(C)(C)C(C)C	3,11E-8	2,2E-12	48.0	6.0	52.0	2.0	7	0.8807407407407406
OC(C)(C)CC(C)(C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8928571428571429
O=S(=O)(NN)C(=C)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8525
null	0E0	0,00024	0.0	0.0	27.0	5.0	0	0.8390625000000002
C=CC	6,3E-20	4,5E-20	71.0	0.0	71.0	0.0	0	0.926056338028169
N2(C)CCC1(CN(C)CCC1)(CC2)	0,01905	0,00189	9.0	1.0	10.0	0.0	7	0.899
null	0E0	0,00189	0.0	0.0	10.0	0.0	0	0.8009999999999999
OCC	6,2E-31	1,7E-40	344.0	84.0	359.0	69.0	7	0.8601168224299045
null	0E0	0,00617	0.0	0.0	11.0	1.0	0	0.7708333333333334
N=C(O)N1CCC1	0,00001	2,04E-9	45.0	10.0	50.0	5.0	7	0.8105454545454543
CC(C)CC(C)(C)C	1,61E-6	1,40E-6	32.0	3.0	32.0	3.0	7	0.8762857142857144
C[Si]	0,00067	2,40E-6	25.0	5.0	28.0	2.0	0	0.8460000000000002
OC(=NCC)C(C(=C)I)=C(C)I	0,00106	0,00101	11.0	0.0	11.0	0.0	7	0.8954545454545451
NCCCN1CCN(CC1)CCC	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8200000000000001
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.71
C=C(C)C(NC)C1CC1(CCC)	0,00037	0E0	19.0	2.0	0.0	0.0	2	0.0
null	0E0	3,65E-6	0.0	0.0	33.0	4.0	0	0.8359459459459462
CCSC(C)S	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8166666666666668
N=1C=CC=NC=1N2CCCCC2	0,00811	0,00008	13.0	2.0	15.0	0.0	7	0.8706666666666665
O=C1C=CC=C2C(=NC)C(=C)CN12	0,00647	0E0	11.0	1.0	0.0	0.0	2	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.815
null	0E0	0,00234	0.0	0.0	22.0	5.0	0	0.8633333333333333
null	0E0	0,00465	0.0	0.0	14.0	2.0	0	0.82375
OCC(C=C)=CC	4,6E-11	1,0E-18	98.0	21.0	108.0	11.0	0	0.8464705882352941
O=C1C=C(OC(=C1)C)C(C=C)=CC	0,00198	0,00189	10.0	0.0	10.0	0.0	0	0.9440000000000002
null	0E0	0,00189	0.0	0.0	10.0	0.0	0	0.8140000000000001
NCC(CC)C(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
OC(=C(C=C)CN)C	3,17E-8	2,44E-8	74.0	17.0	74.0	17.0	0	0.8973626373626369
O(C1=CC=CC=C1CNC)C	1,3E-14	1,0E-14	61.0	2.0	61.0	2.0	0	0.9565079365079373
O=C(C(=C)C)N(C)C	5,0E-19	1,3E-26	130.0	18.0	138.0	10.0	0	0.9143243243243241
NCC1=CC=CC(=C1)C	1,6E-14	1,2E-14	51.0	0.0	51.0	0.0	0	0.9498039215686277
null	0E0	0,01834	0.0	0.0	9.0	1.0	0	0.787
O=C(C)C(CC)C(C)C	0,00373	0,00354	12.0	1.0	12.0	1.0	7	0.8846153846153844
OC(C)C(O)CC	5,24E-8	8,2E-11	35.0	2.0	37.0	0.0	7	0.8481081081081078
N=C(NNN)C	0,00811	0E0	13.0	2.0	0.0	0.0	5	0.0
N=C(N)CN1CCN(CC)CC1	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8333333333333334
OC(=C)C(=C(C)C)C(C)(C)C	0,00177	0,00021	16.0	2.0	17.0	1.0	7	0.7822222222222223
N=C(N1CCNCC1)C	6,1E-13	4,6E-13	62.0	4.0	62.0	4.0	0	0.9296969696969704
N=C1C=C(N=CN1)C=2C=CC=C(C=2)NS	0,00368	0E0	9.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00012	0.0	0.0	18.0	1.0	0	0.8136842105263158
FC1(C)(CC(=C)CCC1(C(C)C))	0,00106	0E0	11.0	0.0	0.0	0.0	5	0.0
O=S(=O)(N2CCC1(CN(CC)C1)CC2)C	0,0345	0E0	10.0	2.0	0.0	0.0	5	0.0
C=CC(=CC)CC(C(=C)C)N(C)C	0,01905	0,01834	9.0	1.0	9.0	1.0	7	0.8549999999999999
null	0E0	0,00015	0.0	0.0	28.0	5.0	0	0.772121212121212
OC(C)C(O)(C)C	0,00198	0E0	10.0	0.0	0.0	0.0	2	0.0
C=C(N(C)C)C	1,1E-26	2,5E-31	146.0	12.0	150.0	8.0	0	0.8853164556962023
null	0E0	3,09E-8	0.0	0.0	42.0	4.0	0	0.7421739130434785
N(=C(C(=C)N)N(C)C)C	2,E-120	7,E-158	924.0	137.0	966.0	95.0	0	0.9131668237511872
NC1=CC=CC(=C1)Cl	0,00592	0E0	18.0	4.0	0.0	0.0	2	0.0
N=C(O)CC(N=C(O)C)CCC	0,00169	0E0	25.0	6.0	0.0	0.0	5	0.0
N(=C)C=NC	1,6E-82	5,0E-94	692.0	118.0	706.0	104.0	0	0.9273333333333366
C1=CC(=CC(=C1)Cl)Cl	0,00007	0E0	22.0	2.0	0.0	0.0	2	0.0
O=C2C(=NC1=CN=CN=C1N2CC=3C=CC=C(OC)C=3)C(=C)C	0,00687	0E0	8.0	0.0	0.0	0.0	2	0.0
O=C1C=C(OCC1(=C))C(=C)C	0,00492	0,02092	14.0	2.0	13.0	3.0	0	0.921875
N(C)C(C)C	0,00217	0,00202	18.0	3.0	18.0	3.0	7	0.86
O=S(=O)(N)C1=CC=CC(C(=C)Cl)=C1C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7866666666666666
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7949999999999999
N(=C)C(=NC)N1CCNCC1	5,8E-22	0E0	157.0	23.0	0.0	0.0	2	0.0
N(=C)C(=CC)C1=CC=CC=C1C	0,00001	0,00001	18.0	0.0	18.0	0.0	0	0.9500000000000001
N(=C(NC(C=C)=CC)S)C	0,00198	0E0	10.0	0.0	0.0	0.0	2	0.0
N1=CC(=NC=C1C)C	3,9E-12	5,5E-19	62.0	5.0	67.0	0.0	0	0.9323880597014931
O=S(=O)(N1CCC(CC)(CC)CC1)C	0,00002	0E0	24.0	2.0	0.0	0.0	5	0.0
OC1=CC=CC(=C1)CNC	0,00687	0,00661	8.0	0.0	8.0	0.0	0	0.7950000000000002
OC(O)(C)C	6,16E-8	4,46E-9	38.0	3.0	39.0	2.0	7	0.8558536585365849
C1=CC=C(C=C1)C(C)(C)C	0,00001	5,41E-7	22.0	1.0	23.0	0.0	7	0.783913043478261
OC(C)C1(C(=C)C)(CCN(C)CC1(O)(C))	0,00492	0,00065	14.0	2.0	15.0	1.0	7	0.7812500000000001
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.6549999999999999
N=C(N(C)C)C	6,1E-18	4,3E-18	74.0	2.0	74.0	2.0	0	0.9421052631578952
O=C(O)CC(C)C	0,00687	0,00001	8.0	0.0	25.0	2.0	7	0.8674074074074071
N=C(O)N	5,7E-60	0,00842	301.0	17.0	15.0	3.0	0	0.8783333333333332
null	0E0	0,00353	0.0	0.0	9.0	0.0	0	0.8266666666666667
NCCC(N)(C)C	0,00106	6,65E-6	17.0	2.0	19.0	0.0	7	0.7578947368421051
O=C(C=C)CC	6,33E-7	8,28E-8	42.0	6.0	43.0	5.0	7	0.875625
O=C1C(=C(N=C(O)N1C)N)N(C)C	0,00296	0,00037	15.0	2.0	16.0	1.0	7	0.8376470588235294
O=C(C(=CC)N(C)C)N2CCC1(CCN(C(=N)O)CC1)CC2	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
O=C1C=CC(=O)N1CC	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.84
N=C(N)C(=CN)C=1C=CC=C(N)C=1	0,00106	0,00101	11.0	0.0	11.0	0.0	0	0.9563636363636366
null	0E0	0,00009	0.0	0.0	29.0	5.0	0	0.8426470588235294
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.67
CN(C)(C)C	2,4E-34	2,9E-43	225.0	27.0	234.0	18.0	7	0.8624603174603165
N(C)C1CC1	4,73E-6	3,30E-7	27.0	2.0	28.0	1.0	0	0.9413793103448278
N12(CCC(CC1)C(C)C2)	0,00106	0E0	11.0	0.0	0.0	0.0	5	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.79
OCC#CC	0,0128	0E0	7.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00015	0.0	0.0	14.0	0.0	0	0.7885714285714285
O=C(OC)C1CC1(C(N)C)	0,00164	0E0	23.0	5.0	0.0	0.0	2	0.0
O=S(=O)(C1=CC=CC=C1)N3CCC2(CNC2)CC3	0,02151	0E0	11.0	2.0	0.0	0.0	5	0.0
N=C(O)C1CN(C)C(C)CC1	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8485714285714285
OC(=C)C(=CC)N1CCN(CC1)CCCN	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8066666666666668
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.6466666666666666
O=C(O)C	1,40E-9	5,0E-16	90.0	21.0	99.0	12.0	7	0.8474774774774776
N=C(O)C(C)C1CC1(C)(C(NC)C(=C)C)	3,40E-6	0E0	41.0	7.0	0.0	0.0	2	0.0
O=C(C=1C(O)=CC=CC=1C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8166666666666665
N(=C)C=C(C)C	2,0E-39	8,6E-43	335.0	60.0	339.0	56.0	0	0.9033670886075927
N1=CC=C(C=C1)N2CCCC3(C2)(CCN(C)CC3)	0,0345	0,03319	10.0	2.0	10.0	2.0	7	0.8024999999999999
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.8183333333333332
C(#CCC)C	0,01905	0E0	9.0	1.0	0.0	0.0	2	0.0
N=C(N)C(=CN)C1=CC=CC=C1	8,87E-7	0E0	30.0	2.0	0.0	0.0	2	0.0
CC2(C)(CC2(C1CCCCC1))	0,00368	0E0	9.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.8175
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7949999999999999
O=C(NC1=CC=C(O)C=C1)N2CCC3(C2)(CN(C)CCC3)	0,01114	0E0	10.0	1.0	0.0	0.0	5	0.0
C=C(C)C(CC)N(C)(C)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.87
null	0E0	0,00007	0.0	0.0	19.0	1.0	0	0.7975
null	0E0	3,8E-13	0.0	0.0	130.0	31.0	0	0.8591925465838507
OC(=C)CN(C)C	3,02E-9	1,08E-8	68.0	12.0	67.0	13.0	0	0.9151250000000001
N=C(CN(C)C)S	4,01E-6	1,2E-11	43.0	8.0	49.0	2.0	7	0.8801960784313728
O=S(=O)(NCC)C2=CC=CC1=C2(C=CC=C1Cl)	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7866666666666666
null	0E0	4,0E-10	0.0	0.0	90.0	20.0	0	0.7699090909090909
N=CN(C=C)C(=N)C	1,5E-11	1,2E-11	40.0	0.0	40.0	0.0	0	0.9530000000000003
C=C(C=C(N)C)S	0,03233	0E0	8.0	1.0	0.0	0.0	2	0.0
null	0E0	0,0206	0.0	0.0	11.0	2.0	0	0.8184615384615384
OC=1C=CC(=CC=1(OC))C(=C)N	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.9433333333333334
C=C(C1=CC=CC=C1Cl)C	0,00013	0,00012	18.0	1.0	18.0	1.0	0	0.9473684210526317
NC(C)CC(N)C	0,00009	0,00008	15.0	0.0	15.0	0.0	7	0.9373333333333335
OC(=NC)C(N)C	2,6E-15	5,7E-19	102.0	14.0	106.0	10.0	7	0.8612931034482763
OC(=C)C(=CC)C(=C)C	6,12E-7	5,01E-7	54.0	11.0	54.0	11.0	0	0.8504615384615389
N=C(O)C(N)C(=C)C	0,00198	0,00189	10.0	0.0	10.0	0.0	7	0.9179999999999999
O=C1C=NC(=CN)C(=N)N1	9,6E-31	5,7E-31	111.0	0.0	111.0	0.0	0	0.9448648648648645
null	0E0	7,60E-7	0.0	0.0	36.0	4.0	0	0.8175000000000001
null	0E0	0,00013	0.0	0.0	26.0	4.0	0	0.8103333333333331
N=C(O)C(N)C1=CC=CC=C1	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9114285714285716
C=C1CCNC(C)C1	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8428571428571429
C1=C(C=C(C=C1C)CN3CCC2(CN(C)CCC2)(C3))C	0,01905	0,01834	9.0	1.0	9.0	1.0	7	0.8410000000000002
null	0E0	0,01067	0.0	0.0	10.0	1.0	0	0.8236363636363637
null	0E0	0,00842	0.0	0.0	15.0	3.0	0	0.6466666666666668
OC(=NC(C(O)=NC)CC(C)C)C	0,01327	0E0	12.0	2.0	0.0	0.0	5	0.0
N=C(NC)C	2,96E-8	1,51E-9	36.0	2.0	37.0	1.0	0	0.9450000000000003
NCC2=CC=CC1=CC=CC=C12	0,01905	0E0	9.0	1.0	0.0	0.0	2	0.0
null	0E0	0,01834	0.0	0.0	9.0	1.0	0	0.741
OC=1C=C(C(C=C)=CC=1(OC))C	0,01905	0,01834	9.0	1.0	9.0	1.0	0	0.806
OC(CC)CC	1,68E-9	2,0E-13	74.0	14.0	79.0	9.0	7	0.8303409090909095
null	0E0	0,01834	0.0	0.0	9.0	1.0	0	0.7410000000000001
OC(N1C=NC(=C1(N))C)C	0,00217	0,00034	18.0	3.0	19.0	2.0	7	0.895238095238095
O=C(N(C1=CC=CC=C1)N(C)C)C	0,00215	0,01265	13.0	1.0	12.0	2.0	7	0.750714285714286
N=C(OCC)N	1,07E-8	2,9E-10	34.0	1.0	35.0	0.0	0	0.9462857142857146
OC(=NC(C)C)C(C=C)=CN	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.8442857142857143
O(C1=CC=CC=C1C(=C)N)C	0,00057	0,00054	12.0	0.0	12.0	0.0	0	0.9558333333333335
OC(=C(C(=C)C)C(=C)C)C	0,0345	0,03319	10.0	2.0	10.0	2.0	7	0.7200000000000001
null	0E0	1,89E-6	0.0	0.0	21.0	0.0	0	0.8514285714285714
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.8671428571428571
O=C(N3CCC2(CN(CC1=CC=CC=C1)C2)CC3)C	0,00014	0E0	26.0	4.0	0.0	0.0	5	0.0
N=C(O)C(OC)C(O)C	0,00647	0,00054	11.0	1.0	12.0	0.0	7	0.9541666666666666
null	0E0	8,2E-13	0.0	0.0	104.0	20.0	0	0.8283064516129033
N=CN(C(=N)C)C(O)C	6,69E-9	1,4E-14	51.0	6.0	56.0	1.0	7	0.9378947368421057
C(=CCCCC)C	0,00074	0E0	29.0	7.0	0.0	0.0	2	0.0
N=C(O)C(C(=C)I)=C(C)I	0,00005	0,00004	16.0	0.0	16.0	0.0	7	0.8799999999999997
O=C(N2CCC1(CCN(C(=N)O)CC1)CC2)C	0,00033	0E0	33.0	8.0	0.0	0.0	5	0.0
OC(C)C	9,E-121	2,7E-14	944.0	144.0	123.0	25.0	7	0.8476351351351352
O=C(C=1C=CC=C(F)C=1)N3CCC2(CNC2)CC3	0,01327	0E0	12.0	2.0	0.0	0.0	5	0.0
N=C(N)C(C(=C)C)=C(N)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8066666666666666
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7914285714285715
null	0E0	0,03319	0.0	0.0	10.0	2.0	0	0.7483333333333334
C=C(C(=C(C)I)N(C)C)I	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8842857142857142
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.8457142857142859
O=C(C(=CC)NC)N(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8266666666666667
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7166666666666667
C=C(C)CN(C)(C)C	0,00013	0,00012	18.0	1.0	18.0	1.0	7	0.8026315789473685
O=C1C=CC=C(C(=N)C)N1C	0,00647	0E0	11.0	1.0	0.0	0.0	2	0.0
null	0E0	0,00617	0.0	0.0	11.0	1.0	0	0.7708333333333334
null	0E0	0,03319	0.0	0.0	10.0	2.0	0	0.7658333333333335
OCC1=C(NC(C)SC1)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9333333333333332
N=C(CN1CCC(C)(C)C1)S	0,02195	0,00465	13.0	3.0	14.0	2.0	7	0.8587499999999999
OC1=CC=CC(=C1(OC))C	0,02195	0,00465	13.0	3.0	14.0	2.0	7	0.7837500000000001
C=CC(=CC)Br	0,00067	0E0	25.0	5.0	0.0	0.0	2	0.0
O=C(OC(=C)C)N2CCC1(CN(C(O)=NC)CCC1)(CC2)	0,00198	0E0	10.0	0.0	0.0	0.0	2	0.0
FC1=CC=C(C=C1)C(OCC)C(C=C)=CC	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7666666666666666
OC(C)CC(O)(C)C	0,00033	4,46E-9	33.0	8.0	39.0	2.0	7	0.8300000000000001
C=CC(=CN)C1=CC=CC(=C1)C	0,00016	0E0	14.0	0.0	0.0	0.0	2	0.0
N=C(C1=CC=C(C=C1)Cl)C	3,0E-16	1,2E-23	79.0	5.0	84.0	0.0	0	0.9305952380952381
C=CC=1C=CC(=CC=1C)C	0,0345	0,00054	10.0	2.0	12.0	0.0	0	0.8216666666666668
O=S(=O)(C(=C)C)N2CCC1(CNC1)CC2	0,00096	0E0	22.0	4.0	0.0	0.0	5	0.0
C=CC(=CC=CC)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8116666666666666
O=C(C=1OC=CC=1)N3CCC2(CN(C(=N)O)C2)CC3	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.8342857142857144
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.8100000000000002
C=CC2CN1CCC2(CC1C)	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9249999999999999
CC(C)C(C)(C)C	0,00217	1,89E-6	18.0	3.0	21.0	0.0	7	0.9014285714285709
null	0E0	0,00012	0.0	0.0	35.0	8.0	0	0.801162790697674
O(C(=C)C)C=1C=C(C=CC=1(OC))C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8674999999999999
O=C(C1=CC=C(O)C=C1)C	0,03233	0E0	8.0	1.0	0.0	0.0	2	0.0
O=C(O)NC(C(C=C)=CC)C1(C)(CC1(C(C(=N)O)C))	0,00001	0E0	31.0	4.0	0.0	0.0	2	0.0
NCCN1CCCCC1	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7833333333333333
FC(F)(F)C1=CC=CC(=C1)CN	0,00001	2,49E-9	36.0	6.0	40.0	2.0	7	0.8461904761904762
O=C(O)C1=C(NC(=C(C(=O)O)C1(C(C=C)=CC))C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8550000000000001
FC(F)(F)C(O)(C(C)C)C(F)(F)F	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	3,4E-10	0.0	0.0	86.0	18.0	0	0.8371153846153849
O=S(=O)(C(C=C)=CC)N2CCC1(CCN(CC)CC1)CC2	0,00057	0E0	12.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00353	0.0	0.0	9.0	0.0	0	0.7466666666666666
O=C(O)C(N)CC	1,14E-7	3,4E-13	53.0	9.0	59.0	3.0	7	0.8664516129032257
C=C(C(N)=C(C)S)C	0,03233	0,03126	8.0	1.0	8.0	1.0	0	0.7066666666666667
null	0E0	3,30E-7	0.0	0.0	28.0	1.0	0	0.8006896551724138
N=C(O)C(NC)CC	3,47E-6	5,22E-8	36.0	5.0	38.0	3.0	7	0.8604878048780491
OC(=C)C(=CC)CN(CC)CC	2,76E-6	5,30E-8	39.0	6.0	41.0	4.0	7	0.8366666666666667
OC(C)C(OC)CC	1,12E-6	1,01E-6	22.0	0.0	22.0	0.0	7	0.8868181818181816
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.75
C=C(C=1C=CC=C(C=1)N2CCC3(CC2)(CCN(C)CC3))C	0,00592	0E0	18.0	4.0	0.0	0.0	2	0.0
OC(O)C(O)C(N)C	0,00063	3,55E-6	18.0	2.0	20.0	0.0	7	0.8859999999999999
null	0E0	0,0077	0.0	0.0	13.0	2.0	0	0.6859999999999999
O=C(CO)C(O)(C)C	1,79E-9	1,51E-9	37.0	1.0	37.0	1.0	7	0.9239473684210529
O=C(NC1=CC=C(O)C=C1)N(C)C	4,56E-6	0E0	45.0	9.0	0.0	0.0	5	0.0
C=C(C(=C(C)C)CC)C	0,00368	0,00353	9.0	0.0	9.0	0.0	0	0.8955555555555557
N2=CN=C1C(N=CN1C)=C2N	5,05E-7	0E0	31.0	2.0	0.0	0.0	5	0.0
null	0E0	4,7E-15	0.0	0.0	136.0	29.0	0	0.8438787878787871
O1C2=CC=CC=C2(OC1)	4,1E-17	3,8E-20	75.0	3.0	77.0	1.0	0	0.9191025641025637
O=C(OC(C)C)C	0,00198	9,9E-28	10.0	0.0	201.0	30.0	3	0.8417316017316013
OC1=CC=CC(=C1C)C(O)(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9100000000000001
O=C(O)CCC(N)C	5,6E-10	0E0	74.0	13.0	0.0	0.0	5	0.0
O=C(C1=CC=C(C=C1)C=2C=CC=3N=CNC(=NC)C=3(C=2))N(C)C	0,00647	0E0	11.0	1.0	0.0	0.0	2	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.775
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.8166666666666668
N(C)CCCN1CCNCC1	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8250000000000001
O(C1=CC=C(C=C1)N(C)C)C	1,05E-8	3,3E-17	58.0	9.0	66.0	1.0	0	0.8710447761194028
O=C(C)C(C(C)C)C(C)(C)C	0,00031	0,00029	13.0	0.0	13.0	0.0	7	0.9138461538461536
O1CCN(CC1)CC(N)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
FC(C)(C)C	0,00005	0,00004	16.0	0.0	16.0	0.0	7	0.9324999999999998
O=C1C=CC=C2C(=N)C(=C)CN12	0,00647	0,00054	11.0	1.0	12.0	0.0	0	0.8891666666666665
null	0E0	0,00034	0.0	0.0	24.0	4.0	0	0.7775
OC1=NC(C1(N=C(O)C(N)C))S	0,00016	0E0	14.0	0.0	0.0	0.0	5	0.0
CC(C)C1(C)(CCCCC1(C))	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8437500000000001
C=CC(=CC)P(C)(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5	0.0
null	0E0	0,01067	0.0	0.0	10.0	1.0	0	0.8236363636363637
null	0E0	0,00024	0.0	0.0	27.0	5.0	0	0.858125
C=C(C)CC1=CC=CC(=C1)C	0,0128	0E0	7.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00001	0.0	0.0	36.0	6.0	0	0.7895238095238094
C(C=C(C)C)=CC(C)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.8500000000000001
N=C(NCC)C	1,E-119	6,E-143	592.0	30.0	608.0	14.0	0	0.9384405144694494
C1=CC(=CC(=C1)C)C	1,1E-11	5,9E-14	60.0	5.0	62.0	3.0	0	0.9101538461538463
CC(C)C1CCC(C)C1(C)(C)	9,25E-8	0E0	51.0	8.0	0.0	0.0	5	0.0
OC(=NC(C(=C)C)C(C)(C)C)C1=CC=CC=C1	0,0128	0E0	7.0	0.0	0.0	0.0	5	0.0
O=C(NC1=CC=C(C=C1)S)CN	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8350000000000001
C=CCCCC	0,00106	0,00101	11.0	0.0	11.0	0.0	0	0.8972727272727272
O=C(N(C(=N)C)CC1=CC=C(F)C=C1)C	3,08E-7	8,7E-15	60.0	13.0	69.0	4.0	0	0.8917808219178084
OC(C)C(O)CN	0,00647	0,00054	11.0	1.0	12.0	0.0	7	0.8966666666666666
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.6074999999999999
null	0E0	0,00044	0.0	0.0	30.0	7.0	0	0.7829729729729731
O=C(CC)C(C)(C)C	0,00152	0,00141	21.0	4.0	21.0	4.0	7	0.8412
NC(C)C(CC)C(C)(C)C	0,00057	0,00054	12.0	0.0	12.0	0.0	7	0.8716666666666667
OC(OC(C)C)C	2,5E-42	5,6E-53	218.0	14.0	226.0	6.0	7	0.9021120689655173
N=C(NCCC1=CN=CN1)C	0,00057	0,00054	12.0	0.0	12.0	0.0	0	0.9366666666666665
N1=CC=C(C=C1)N2CC(C2)(CC)CC	0,00031	0,00354	13.0	0.0	12.0	1.0	7	0.8423076923076921
O=C(C1=CC=CC=C1)N2CCC(CC)(CC)CC2	0,00215	0E0	13.0	1.0	0.0	0.0	5	0.0
O=[As]	0,00009	0,00039	27.0	4.0	26.0	5.0	7	0.7319354838709675
O=C(N2CCC1(CN(CC)C1)CC2)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	5,1E-40	0.0	0.0	340.0	62.0	0	0.8546019900497502
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.8100000000000002
OCC(=CC)C(C)C	0,00373	0,00029	12.0	1.0	13.0	0.0	7	0.9492307692307692
N=C(N)SC(=C)C	0,01327	0,01265	12.0	2.0	12.0	2.0	0	0.7699999999999999
null	0E0	0,00008	0.0	0.0	27.0	4.0	0	0.7751612903225807
O=C(C)C(C)(CC)C(C)C	0,00561	0,00527	16.0	3.0	16.0	3.0	7	0.8242105263157895
O=C1N=C(O)C=CN1CC	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8700000000000001
O=C(O)CC(N=C(O)C)CCC	7,29E-7	0E0	58.0	13.0	0.0	0.0	5	0.0
null	0E0	0,00101	0.0	0.0	11.0	0.0	0	0.8727272727272726
C=C(C(=C(C)C)[Si](C)(C)C)C	0,01905	0,00189	9.0	1.0	10.0	0.0	0	0.8600000000000001
N=CC(=NC)CN	1,2E-11	9,7E-18	63.0	6.0	68.0	1.0	0	0.9243478260869571
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7999999999999999
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7757142857142857
N=C(N)C=1C(=NOC=1C)C	1,5E-11	1,2E-11	40.0	0.0	40.0	0.0	0	0.9555000000000005
OC(C(=C)C)(CC)C1CCCCC1	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O(C1=CC=CC(=C1)C(=C)C)C	5,91E-9	1,5E-10	35.0	1.0	36.0	0.0	0	0.936666666666667
NCCCCCCNC	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8433333333333334
null	0E0	0,0206	0.0	0.0	11.0	2.0	0	0.9161538461538459
OC2CC1N(C)C(CC1)C2	0,00177	0,00166	16.0	2.0	16.0	2.0	7	0.8200000000000001
O=C(N1CCCC2(C1)(CN(C)CC2))CO	0,00215	0,00015	13.0	1.0	14.0	0.0	7	0.8764285714285714
